0,-0.038175026451667968,-0.1327589604684114,-0.092702764454638237,-0.089645396428751523,0
1,-0.042909739504600773,-0.11468963494294153,-0.070534508829630943,-0.055075633312808063,0
2,-0.048788861873645305,-0.1088572613204702,-0.066972254340753767,-0.06629159259064811,0
3,-0.072597063528440142,-0.09876888180997552,-0.058013324547467403,-0.089273276406028917,0
4,-0.045364983674624777,-0.12028452493282106,-0.075624512356520013,-0.080789313877926178,0
5,-0.045604337257079519,-0.12119706046592976,-0.074313677502607728,-0.067293885717177329,0
6,-0.065309868912611091,-0.092951467786407602,-0.035207416019201784,-0.048229746864629941,0
7,-0.047775349047938523,-0.075024258450520229,-0.028982352925515643,-0.054879288577200661,0
8,-0.046872163264144465,-0.12546054615340479,-0.098297654444517754,-0.086791852937923936,0
9,-0.050873855970809637,-0.12250415542011618,-0.096021925461334812,-0.092323164632463914,0
10,-0.071574200953418723,-0.1054558225198048,-0.068445774832740766,-0.059870184761354556,0
11,-0.065408976255346252,-0.073515208911137622,-0.036441582928734034,0.00043756826792507004,1
12,-0.03641540363065305,-0.10251065148569376,-0.057291523900377332,-0.066185005448461232,1
13,-0.058817402988526293,-0.15203066375574378,-0.10511362169488904,-0.12594486316790307,1
14,-0.071794855037244185,-0.11831733767702117,-0.063942935562810985,-0.078143334821883556,1
15,-0.055842312756608399,-0.093018785981473007,-0.044848877512456746,-0.010116428758438585,1
16,-0.030169771088474698,-0.12390287791758607,-0.083721395262996726,-0.081686889812131444,1
17,-0.044800258816020629,-0.12628519404295588,-0.072713000419941651,-0.065356617659184282,1
18,-0.061674686379079739,-0.092627966460121128,-0.047302251732617824,-0.057388761293249567,1
19,-0.062205752140151192,-0.10685454501727468,-0.069625713196248107,-0.097061617585122578,1
20,-0.051257195692709805,-0.1763867607203764,-0.13597901413237282,-0.13299083425141445,1
21,-0.06723030742183779,-0.1580930412113552,-0.099195230378723034,-0.11031021236396497,1
22,-0.067030222786504529,-0.10339139787113268,-0.054868068878023098,-0.0611847595149927,1
23,-0.051892978646105203,-0.085909236602622077,-0.049095533651165445,-0.054854979228982602,1
24,-0.040121644258975651,-0.12166267798179874,-0.080290037264524494,-0.075768498495965439,1
25,-0.047148915843857761,-0.10042939728825528,-0.038909916747798534,-0.065328568411240365,1
26,-0.065859634172311818,-0.093359116856525842,-0.043364137321292198,-0.052708276786341664,1
27,-0.060685482901591016,-0.089733284072309127,-0.053323490291244856,-0.014028363871683228,1
28,-0.040181482654589339,-0.10413189801685202,-0.069442458109681193,-0.067531369349769138,1
29,-0.058981958576463926,-0.17085170912611056,-0.11637445976943935,-0.10098103249781894,1
30,-0.058288207177317766,-0.080157270824256624,-0.034083576151582272,-0.044278542804263812,1
31,-0.066512246674473571,-0.11135177443761568,-0.059858965062176993,-0.092152999194937496,1
32,-0.044351470848917995,-0.14120365404939267,-0.11026533356725472,-0.10011898561100929,1
33,-0.054198626827094996,-0.12485468239781623,-0.088138216839231842,-0.071735016641630497,1
34,-0.056420127264253044,-0.09001190660188535,-0.065696948534237118,-0.047954864234779578,1
35,-0.074012615574676366,-0.12121389001469611,-0.08526036400018619,-0.10541094372309454,1
36,-0.04174663068985978,-0.13036542464386403,-0.093824734372394816,-0.093620909837335703,1
37,-0.061631677532232407,-0.1313452783720381,-0.10746414867258909,-0.10528939698200424,1
38,-0.062532993366163525,-0.079859948796051128,-0.051726553108304645,-0.038440559332203694,1
39,-0.058817402988526293,-0.10409449901959347,-0.056906314228614231,-0.020816281874110595,1
40,-0.038006730964004476,-0.11135364438747861,-0.07183973383395445,-0.06872813726204284,1
41,-0.063890576966649001,-0.12231903038368634,-0.095988266363802116,-0.059511154387672446,1
42,-0.060399380572563083,-0.093897662417048999,-0.053991062392310031,-0.058630408002233528,1
43,-0.057802020212956579,-0.079201726444300596,-0.037428916456359838,-0.069363920215438232,1
44,-0.033442183348598088,-0.11019053557273761,-0.058495771612102739,-0.071536801956160162,1
45,-0.052134202178422871,-0.12128307815962443,-0.068298048793569474,-0.097787158131938515,1
46,-0.067602427444560395,-0.096706327111166335,-0.04789502583916589,-0.051608746266940203,1
47,-0.055131731808695891,-0.096274368692830042,-0.059241881607410868,-0.027286308399840264,1
48,-0.038610724769730112,-0.11166779596445045,-0.070173608506085908,-0.070280195648272786,1
49,-0.053121535706048668,-0.1469612296773469,-0.086733884492173174,-0.092513899518482545,1
50,-0.063537156442555684,-0.12951646740609488,-0.097680570989751636,-0.090342887727623541,1
51,-0.06274242775081143,-0.1087357145793799,-0.055911500901536723,-0.075243042584482764,1
52,-0.047818357894785855,-0.13804156883118202,-0.10629916990798517,-0.096919501395540078,1
53,-0.058817402988526293,-0.11736927309651686,-0.089804342167100371,-0.07642672084771597,1
54,-0.065182712321932013,-0.091980963807548152,-0.047100297147421637,-0.043839104586475816,1
55,-0.049884652493320907,-0.087730567769113615,-0.040905153251542335,-0.056162074183169028,1
56,-0.045798812042823996,-0.14065762868941781,-0.097205603724568004,-0.10295569955307053,1
